step,t,phi_body,Q_body,I_emit,I_body,I_escape,I_amb_e,I_amb_i,F_beam_N,F_beam_y_N,F_net_N,F_lorentz_z_N,F_lorentz_y_N,F_lorentz_beam_z_N,F_thrust_N,pct_body,pct_escape,pct_inflight,beam_escape_KE_mean
6200,2.275944e-07,1.760459e+01,1.044945e-11,3.405263e-04,0.000000e+00,3.377443e-04,2.419654e-04,0.000000e+00,1.252777e-08,-6.531464e-09,-1.112742e-10,-1.734093e-09,-6.479730e-09,-1.636427e-09,1.426187e-08,0.0000,88.0930,11.9070,1.549607e+02
6300,2.312652e-07,1.820600e+01,1.080643e-11,3.433386e-04,0.000000e+00,3.405263e-04,2.460943e-04,0.000000e+00,1.260298e-08,-6.587841e-09,-1.148055e-10,-1.739025e-09,-6.500497e-09,-1.631540e-09,1.434200e-08,0.0000,88.5957,11.4043,1.544463e+02
6400,2.349361e-07,1.875909e+01,1.113472e-11,3.411614e-04,0.000000e+00,3.376536e-04,2.517289e-04,0.000000e+00,1.246166e-08,-6.538772e-09,-1.257394e-10,-1.756221e-09,-6.566178e-09,-1.642132e-09,1.421788e-08,0.0000,89.0431,10.9569,1.538448e+02
6500,2.386070e-07,1.927903e+01,1.144334e-11,3.415847e-04,0.000000e+00,3.404356e-04,2.575123e-04,0.000000e+00,1.254215e-08,-6.584591e-09,-1.094084e-10,-1.760679e-09,-6.610060e-09,-1.646858e-09,1.430282e-08,0.0000,89.4825,10.5175,1.533275e+02
6600,2.422779e-07,1.976877e+01,1.173403e-11,3.434898e-04,0.000000e+00,3.431874e-04,2.643020e-04,0.000000e+00,1.259897e-08,-6.637448e-09,-1.330240e-10,-1.760979e-09,-6.661201e-09,-1.650332e-09,1.435995e-08,0.0000,89.8992,10.1008,1.524918e+02
6700,2.459487e-07,2.019233e+01,1.198544e-11,3.403146e-04,0.000000e+00,3.407380e-04,2.718260e-04,0.000000e+00,1.250542e-08,-6.589619e-09,-1.248878e-10,-1.757319e-09,-6.672124e-09,-1.650396e-09,1.426274e-08,0.0000,90.2885,9.7115,1.524091e+02
6800,2.496196e-07,2.060542e+01,1.223064e-11,3.455461e-04,0.000000e+00,3.407078e-04,2.787519e-04,0.000000e+00,1.247981e-08,-6.596697e-09,-1.511301e-10,-1.758118e-09,-6.699444e-09,-1.653132e-09,1.423793e-08,0.0000,90.5978,9.4022,1.520266e+02
6900,2.532905e-07,2.096831e+01,1.244604e-11,3.426733e-04,0.000000e+00,3.422802e-04,2.839953e-04,0.000000e+00,1.251542e-08,-6.630157e-09,-1.445335e-10,-1.768535e-09,-6.725701e-09,-1.654739e-09,1.428395e-08,0.0000,90.9284,9.0716,1.516348e+02
7000,2.569614e-07,2.127806e+01,1.262989e-11,3.430664e-04,0.000000e+00,3.417359e-04,2.929819e-04,0.000000e+00,1.249757e-08,-6.620339e-09,-1.541438e-10,-1.791769e-09,-6.742255e-09,-1.665179e-09,1.428934e-08,0.0000,91.2272,8.7728,1.516788e+02
7100,2.606322e-07,2.155455e+01,1.279401e-11,3.422197e-04,0.000000e+00,3.431269e-04,2.975116e-04,0.000000e+00,1.252248e-08,-6.656142e-09,-1.639038e-10,-1.807307e-09,-6.745522e-09,-1.665683e-09,1.432978e-08,0.0000,91.5271,8.4729,1.512906e+02
